name,pi_mean,D_mean,maf_mean,dist_mean,pi_h1,pi_h2,pi_h3,pi_h4,pi_hdiff,maf_h1,maf_h2,maf_h3,maf_h4,maf_hdiff,sfs1,sfs2,sfs3,sfs4,sfs5
P. filicauda,0.12522286457260556,-0.577548750984456,0.07560066155347694,0.16441113851472416,0.6417922090482994,0.45852402769041106,0.37281862327178744,0.3231045039136649,0.31868770513463446,0.5532769247785913,0.3619129129155495,0.28848863168499184,0.25316410903643605,0.3001128157421552,0.7548918640576725,0.1050463439752832,0.03810504634397528,0.02883625128733264,0.0247167868177137
T. aethiops,0.17158705787545786,-0.5504019021632596,0.10224967961536947,0.2393191222686094,0.734195398034299,0.5691010403074779,0.47984770429229034,0.42591294680970576,0.30828245122459325,0.6498755040044194,0.4649740751159145,0.38184188970805566,0.33887630984728007,0.31099919415713934,0.7207977207977209,0.06986840320173654,0.04612671279337946,0.03201736535069868,0.04490571157237823
